"No.","Date","Genre","Bibl","Hit"
"79","1971-02-12","Zeitung","Die Zeit, 12.02.1971","Er wendet sich nicht an Gruppen, an ""ein Volk"" oder gar an ""eine Nation"", sondern an Individuen - und für ihn hat jedes Individuum, gleich welchen Bekenntnisses, ein Anrecht auf therapeutische Hilfe, sei es durch Gebete, durch Medikamente oder durch Späße."
"80","1973-09-28","Zeitung","Die Zeit, 28.09.1973","Gegen die größten Stahlschmieden der Nation U.S. Steel, Bethlehem Steel und Armco Steel wurde Anklage erhoben:"
"81","1988-01-29","Zeitung","Die Zeit, 29.01.1988","Dann, kurz nach dem Einmarsch der Nationen, öffnete sich der Himmel, die Sonne schien zehn Tage lang."
"82","1983-07-08","Zeitung","Die Zeit, 08.07.1983","""Es war schon immer meine Überzeugung, daß durch einen göttlichen Schöpfungsplan diese Nation ihren Platz zwischen zwei Ozeanen eingenommen hat, damit sie von jenen, die ein besonderes Kennzeichen des Mutes und der Freiheitsliebe tragen, aufgesucht und aufgefunden werde."
"83","1979-05-25","Zeitung","Die Zeit, 25.05.1979","Und in welcher Größe bitte?"" fragte die Verkäuferin den Kunden, der just zur Stunde der Bundestagsdebatte über die ""Lage der Nation"", das Spezialgeschäft für Landkarten betreten hatte."
"84","1984-09-28","Zeitung","Die Zeit, 28.09.1984","Jedenfalls war Reagans Rede vor den Vereinten Nationen in dieser Woche eine verheißungsvolle Ouvertüre für den vom Präsidenten proklamierten Versuch, das Besorgnis erregende Verhältnis der beiden Weltmächte zueinander auf eine neue Grundlage zu stellen."
"85","1979-02-23","Zeitung","Die Zeit, 23.02.1979","Und tatsächlich weist ein Bericht des Bundesinnenministers darauf hin, daß der bundesdeutsche MfS-Nachwuchs - dem materialistischen Trend der Nation folgend - sich, nicht auf Grund von ""Friedensliebe"" zur Verfügung stellt, sondern für Geld."
"86","1984-09-28","Zeitung","Die Zeit, 28.09.1984","Am Ende, als die NASA nach Houston umzieht, wird für die Helden der Nation ein riesiges Texas-Barbecue veranstaltet."
"87","1982-04-30","Zeitung","Die Zeit, 30.04.1982","Zum Ziel hat er die nationale Verständigung beziehungsweise eine Verhaltensübereinkunft zwischen der Staatsmacht und den gesellschaftlichen, für die Nation repräsentativen Gruppen."
"88","1986-03-21","Zeitung","Die Zeit, 21.03.1986","In einer Volksabstimmung lehnten die Eidgenossen mit 75,7 Prozent der abgegebenen Stimmen eine Vorlage der Regierung ab, den Vereinten Nationen als Vollmitglied beizutreten."
"89","1977-02-18","Zeitung","Die Zeit, 18.02.1977","Sie wird zur Zeit von der Organisation für Afrikanische Einheit und den Vereinten Nationen als einzig legitimierte Vertreterin Namibias anerkannt."
"90","1970-08-14","Zeitung","Die Zeit, 14.08.1970","Die dritte Entwicklung, die nachhaltig auf den Waffenhandel einwirkte, war die Aufsplitterung der Welt, die mit dem Wiener Kongreß von 1815 begann, sich ständig beschleunigte und schließlich rund 130 Nationen entstehen ließ."
"91","1980-08-01","Zeitung","Die Zeit, 01.08.1980","Ich muß Ihnen sagen, es ist viel weniger gefährlich, über die Vereinten Nationen zu schreiben als gegen die Ehe; ich bin mit den Vereinten Nationen nicht verheiratet."
"92","1980-03-14","Zeitung","Die Zeit, 14.03.1980","Manche Spitzenpolitiker der Opposition waren schon auf dem besten Weg dazu; jetzt regt sich nur noch der Troß darüber auf, was bloß aus Deutschland im Jahr 2030 wird, ob die Nation auf 30 Millionen Einwohner geschrumpft und nur noch die Hälfte wert ist."
"93","1973-10-12","Zeitung","Die Zeit, 12.10.1973","Nach Statistiken der amerikanischen Waffenkontroll- und Abrüstungsbehörde gaben 120 Nationen im Jahre 1971 rund 216 Milliarden Dollar für Verteidigungszwecke aus."
"94","1985-04-12","Zeitung","Die Zeit, 12.04.1985","Die inzwischen auf 232 Mitarbeiter aus 14 Nationen angewachsene Mannschaft von Michael Woods ""Gesellschaft"", die ein Gebiet betreut, das sechsmal so groß ist wie die Bundesrepublik, ist immer zur Hilfe bereit."
"95","1974-04-26","Zeitung","Die Zeit, 26.04.1974","Zudem ist der Begriff ""Nation"" ebensowenig eindeutig definiert wie der Begriff ""Freiheit""."
"96","1971-01-15","Zeitung","Die Zeit, 15.01.1971","""Nur eines kann es heute praktisch bedeuten, die Einheit der Nation zu bewahren: ein Minimum von Wechselwirkung innerhalb des Vielfältigen herzustellen, nämlich geregelte Beziehungen zum anderen deutschen Staat, so wie er ist."""
"97","1972-11-03","Zeitung","Die Zeit, 03.11.1972","Sie könnte sich ja auch mit dem bisherigen Status der Bundesrepublik in den Vereinten Nationen begnügen, der ihr auf Dauer nicht zu verwehren ist, und sie mag im übrigen damit rechnen, daß eine ganze Reihe von Drittländern über kurz oder lang die DDR völkerrechtlich anerkennen werden."
"98","1981-04-17","Zeitung","Die Zeit, 17.04.1981","Honeckers Polemik in seiner Parteitagsrede, die Bundesrepublik betreibe eine ""anmaßende Politik"", indem sie beanspruche, für alle Deutschen zu sprechen - offensichtlich gemünzt auf Schmidts engagierte Verteidigung des Begriffs der Nation zwei Tage zuvor -, ist denkbar fehl am Platze."
"99","1972-12-08","Zeitung","Die Zeit, 08.12.1972","Auch hier hat die CSU bei einem Teil der CDU mit ihrem ursprünglichen Wunsch für Argwohn gesorgt, dem neuen Fraktionsvertrag abweichend von der bisherigen Übung einen Passus des Sinnes voranzustellen, daß sich die Deutschlandpolitik der Opposition an dem Recht auf Selbstbestimmung und der Einheit der Nation orientieren und man in der Innen- und zumal der Gesellschaftspolitik auf jedes Liebäugeln mit linken Experimenten verzichten werde."
"100","1978-12-22","Zeitung","Die Zeit, 22.12.1978","Schwerwiegender noch als die außenpolitischen, parteiinternen und wirtschaftlichen Schwierigkeiten ist jedoch das veränderte Bewußtsein in der Nation."
